"","Name","Team","Position","Height","Weight","Age","PosCategory"
"1","Adam_Donachie","BAL","Catcher",1.87960375920752,81.6466266,22.99,"Catcher"
"2","Paul_Bako","BAL","Catcher",1.87960375920752,97.52235955,34.69,"Catcher"
"3","Ramon_Hernandez","BAL","Catcher",1.82880365760732,95.2543977,30.78,"Catcher"
"4","Kevin_Millar","BAL","First_Baseman",1.82880365760732,95.2543977,35.43,"Infielder"
"5","Chris_Gomez","BAL","First_Baseman",1.85420370840742,85.27536556,35.71,"Infielder"
"6","Brian_Roberts","BAL","Second_Baseman",1.75260350520701,79.83225712,29.39,"Infielder"
"7","Miguel_Tejada","BAL","Shortstop",1.75260350520701,94.80080533,30.77,"Infielder"
"8","Melvin_Mora","BAL","Third_Baseman",1.80340360680721,90.718474,35.07,"Infielder"
"9","Aubrey_Huff","BAL","Third_Baseman",1.93040386080772,104.77983747,30.19,"Infielder"
"10","Adam_Stern","BAL","Outfielder",1.80340360680721,81.6466266,27.05,"Outfielder"
"11","Jeff_Fiorentino","BAL","Outfielder",1.85420370840742,85.27536556,23.88,"Outfielder"
"12","Freddie_Bynum","BAL","Outfielder",1.85420370840742,81.6466266,26.96,"Outfielder"
"13","Nick_Markakis","BAL","Outfielder",1.87960375920752,83.91458845,23.29,"Outfielder"
"14","Brandon_Fahey","BAL","Outfielder",1.87960375920752,72.5747792,26.11,"Outfielder"
"15","Corey_Patterson","BAL","Outfielder",1.75260350520701,81.6466266,27.55,"Outfielder"
"16","Jay_Payton","BAL","Outfielder",1.77800355600711,83.91458845,34.27,"Outfielder"
"18","Erik_Bedard","BAL","Starting_Pitcher",1.85420370840742,85.72895793,27.99,"Pitcher"
"19","Hayden_Penn","BAL","Starting_Pitcher",1.90500381000762,83.91458845,22.38,"Pitcher"
"20","Adam_Loewen","BAL","Starting_Pitcher",1.98120396240792,99.33672903,22.89,"Pitcher"
"21","Daniel_Cabrera","BAL","Starting_Pitcher",2.00660401320803,104.3262451,25.76,"Pitcher"
"22","Steve_Trachsel","BAL","Starting_Pitcher",1.93040386080772,92.98643585,36.33,"Pitcher"
"23","Jaret_Wright","BAL","Starting_Pitcher",1.87960375920752,104.3262451,31.17,"Pitcher"
"24","Kris_Benson","BAL","Starting_Pitcher",1.93040386080772,88.45051215,32.31,"Pitcher"
"25","Scott_Williamson","BAL","Relief_Pitcher",1.82880365760732,81.6466266,31.03,"Pitcher"
"26","John_Parrish","BAL","Relief_Pitcher",1.80340360680721,87.08973504,29.26,"Pitcher"
"27","Danys_Baez","BAL","Relief_Pitcher",1.90500381000762,102.05828325,29.47,"Pitcher"
"28","Chad_Bradford","BAL","Relief_Pitcher",1.95580391160782,92.07925111,32.46,"Pitcher"
"29","Jamie_Walker","BAL","Relief_Pitcher",1.87960375920752,88.45051215,35.67,"Pitcher"
"30","Brian_Burres","BAL","Relief_Pitcher",1.85420370840742,82.55381134,25.89,"Pitcher"
"31","Kurt_Birkins","BAL","Relief_Pitcher",1.87960375920752,85.27536556,26.55,"Pitcher"
"32","James_Hoey","BAL","Relief_Pitcher",1.98120396240792,90.718474,24.17,"Pitcher"
"33","Sendy_Rleal","BAL","Relief_Pitcher",1.85420370840742,81.6466266,26.69,"Pitcher"
"34","Chris_Ray","BAL","Relief_Pitcher",1.90500381000762,90.718474,25.13,"Pitcher"
"35","Jeremy_Guthrie","BAL","Relief_Pitcher",1.85420370840742,90.718474,27.9,"Pitcher"
"36","A.J._Pierzynski","CWS","Catcher",1.90500381000762,111.13013065,30.17,"Catcher"
"37","Toby_Hall","CWS","Catcher",1.90500381000762,108.8621688,31.36,"Catcher"
"38","Paul_Konerko","CWS","First_Baseman",1.87960375920752,97.52235955,30.99,"Infielder"
"39","Tadahito_Iguchi","CWS","Second_Baseman",1.75260350520701,83.91458845,32.24,"Infielder"
"40","Juan_Uribe","CWS","Shortstop",1.80340360680721,79.37866475,27.61,"Infielder"
"41","Alex_Cintron","CWS","Shortstop",1.87960375920752,90.26488163,28.2,"Infielder"
"42","Joe_Crede","CWS","Third_Baseman",1.85420370840742,90.718474,28.85,"Infielder"
"43","Josh_Fields","CWS","Third_Baseman",1.85420370840742,97.52235955,24.21,"Infielder"
"44","Ryan_Sweeney","CWS","Outfielder",1.93040386080772,90.718474,22.02,"Outfielder"
"45","Brian_N._Anderson","CWS","Outfielder",1.87960375920752,92.98643585,24.97,"Outfielder"
"46","Luis_Terrero","CWS","Outfielder",1.87960375920752,93.44002822,26.78,"Outfielder"
"47","Pablo_Ozuna","CWS","Outfielder",1.77800355600711,84.36818082,32.51,"Outfielder"
"48","Scott_Podsednik","CWS","Outfielder",1.82880365760732,85.27536556,30.95,"Outfielder"
"49","Jermaine_Dye","CWS","Outfielder",1.95580391160782,99.7903214,33.09,"Outfielder"
"50","Darin_Erstad","CWS","Outfielder",1.87960375920752,95.2543977,32.74,"Outfielder"
"51","Rob_Mackowiak","CWS","Outfielder",1.77800355600711,88.45051215,30.69,"Outfielder"
"54","Charlie_Haeger","CWS","Starting_Pitcher",1.85420370840742,90.718474,23.45,"Pitcher"
"55","Heath_Phillips","CWS","Starting_Pitcher",1.90500381000762,90.718474,24.94,"Pitcher"
"56","Gavin_Floyd","CWS","Starting_Pitcher",1.93040386080772,96.16158244,24.09,"Pitcher"
"57","Jose_Contreras","CWS","Starting_Pitcher",1.93040386080772,101.60469088,35.23,"Pitcher"
"58","Jon_Garland","CWS","Starting_Pitcher",1.98120396240792,95.2543977,27.43,"Pitcher"
"59","Javier_Vazquez","CWS","Starting_Pitcher",1.87960375920752,92.98643585,30.6,"Pitcher"
"60","Mark_Buehrle","CWS","Starting_Pitcher",1.87960375920752,99.7903214,27.94,"Pitcher"
"61","Mike_MacDougal","CWS","Relief_Pitcher",1.93040386080772,88.45051215,29.99,"Pitcher"
"62","David_Aardsma","CWS","Relief_Pitcher",1.95580391160782,90.718474,25.17,"Pitcher"
"63","Andrew_Sisco","CWS","Relief_Pitcher",2.05740411480823,117.9340162,24.13,"Pitcher"
"64","Matt_Thornton","CWS","Relief_Pitcher",1.98120396240792,103.41906036,30.46,"Pitcher"
"65","Bobby_Jenks","CWS","Relief_Pitcher",1.90500381000762,122.4699399,25.96,"Pitcher"
"66","Boone_Logan","CWS","Relief_Pitcher",1.95580391160782,90.718474,22.55,"Pitcher"
"67","Sean_Tracey","CWS","Relief_Pitcher",1.90500381000762,95.2543977,26.29,"Pitcher"
"68","Nick_Masset","CWS","Relief_Pitcher",1.93040386080772,86.1825503,24.79,"Pitcher"
"69","Jose_Molina","ANA","Catcher",1.87960375920752,99.7903214,31.74,"Catcher"
"70","Jeff_Mathis","ANA","Catcher",1.82880365760732,81.6466266,23.92,"Catcher"
"71","Mike_Napoli","ANA","Catcher",1.82880365760732,92.98643585,25.33,"Catcher"
"72","Casey_Kotchman","ANA","First_Baseman",1.90500381000762,95.2543977,24.02,"Infielder"
"73","Kendry_Morales","ANA","First_Baseman",1.85420370840742,99.7903214,23.7,"Infielder"
"74","Shea_Hillenbrand","ANA","First_Baseman",1.85420370840742,95.70799007,31.59,"Infielder"
"75","Robb_Quinlan","ANA","First_Baseman",1.85420370840742,90.718474,29.95,"Infielder"
"76","Howie_Kendrick","ANA","First_Baseman",1.77800355600711,81.6466266,23.64,"Infielder"
"77","Orlando_Cabrera","ANA","Shortstop",1.77800355600711,86.1825503,32.33,"Infielder"
"78","Erick_Aybar","ANA","Shortstop",1.77800355600711,77.1107029,23.13,"Infielder"
"79","Dallas_McPherson","ANA","Third_Baseman",1.93040386080772,104.3262451,26.6,"Infielder"
"80","Maicer_Izturis","ANA","Third_Baseman",1.72720345440691,70.30681735,26.46,"Infielder"
"81","Reggie_Willits","ANA","Outfielder",1.80340360680721,83.91458845,25.75,"Outfielder"
"82","Tommy_Murphy","ANA","Outfielder",1.82880365760732,83.91458845,27.51,"Outfielder"
"83","Terry_Evans","ANA","Outfielder",1.90500381000762,90.718474,25.11,"Outfielder"
"84","Gary_Matthews_Jr.","ANA","Outfielder",1.90500381000762,102.05828325,32.51,"Outfielder"
"85","Garret_Anderson","ANA","Outfielder",1.90500381000762,102.05828325,34.67,"Outfielder"
"86","Vladimir_Guerrero","ANA","Outfielder",1.90500381000762,99.7903214,31.06,"Outfielder"
"87","Chone_Figgins","ANA","Outfielder",1.72720345440691,72.5747792,29.1,"Outfielder"
"88","Juan_Rivera","ANA","Outfielder",1.87960375920752,92.98643585,28.66,"Outfielder"
"89","John_Lackey","ANA","Starting_Pitcher",1.98120396240792,106.59420695,28.35,"Pitcher"
"90","Bartolo_Colon","ANA","Starting_Pitcher",1.80340360680721,113.3980925,33.77,"Pitcher"
"91","Kelvim_Escobar","ANA","Starting_Pitcher",1.85420370840742,95.2543977,30.89,"Pitcher"
"92","Dustin_Moseley","ANA","Starting_Pitcher",1.93040386080772,86.1825503,37.74,"Pitcher"
"93","Ervin_Santana","ANA","Starting_Pitcher",1.87960375920752,72.5747792,24.14,"Pitcher"
"94","Joe_Saunders","ANA","Starting_Pitcher",1.87960375920752,90.718474,25.71,"Pitcher"
"95","Jered_Weaver","ANA","Starting_Pitcher",2.00660401320803,92.98643585,24.41,"Pitcher"
"96","Chris_Resop","ANA","Relief_Pitcher",1.90500381000762,100.69750614,24.32,"Pitcher"
"97","Phil_Seibel","ANA","Relief_Pitcher",1.85420370840742,88.45051215,28.09,"Pitcher"
"98","Justin_Speier","ANA","Relief_Pitcher",1.93040386080772,92.98643585,33.31,"Pitcher"
"99","Darren_Oliver","ANA","Relief_Pitcher",1.87960375920752,99.7903214,36.4,"Pitcher"
"100","Hector_Carrasco","ANA","Relief_Pitcher",1.87960375920752,99.7903214,37.36,"Pitcher"
"101","Scot_Shields","ANA","Relief_Pitcher",1.85420370840742,77.1107029,31.61,"Pitcher"
"102","Francisco_Rodriguez","ANA","Relief_Pitcher",1.82880365760732,83.91458845,25.14,"Pitcher"
"103","Greg_Jones","ANA","Relief_Pitcher",1.87960375920752,88.45051215,30.29,"Pitcher"
"104","Doug_Mirabelli","BOS","Catcher",1.85420370840742,99.7903214,36.37,"Catcher"
"105","Jason_Varitek","BOS","Catcher",1.87960375920752,104.3262451,34.89,"Catcher"
"106","George_Kottaras","BOS","Catcher",1.82880365760732,81.6466266,23.79,"Catcher"
"107","Kevin_Youkilis","BOS","First_Baseman",1.85420370840742,99.7903214,27.96,"Infielder"
"108","Dustin_Pedroia","BOS","Second_Baseman",1.75260350520701,81.6466266,23.54,"Infielder"
"109","Alex_Cora","BOS","Shortstop",1.82880365760732,81.6466266,31.37,"Infielder"
"110","Julio_Lugo","BOS","Shortstop",1.85420370840742,77.1107029,31.29,"Infielder"
"111","Mike_Lowell","BOS","Third_Baseman",1.90500381000762,95.2543977,33.01,"Infielder"
"112","Wily_Mo_Pe?a","BOS","Outfielder",1.90500381000762,97.52235955,25.1,"Outfielder"
"113","J.D._Drew","BOS","Outfielder",1.85420370840742,90.718474,31.28,"Outfielder"
"114","Manny_Ramirez","BOS","Outfielder",1.82880365760732,96.61517481,34.75,"Outfielder"
"115","Brandon_Moss","BOS","Outfielder",1.82880365760732,81.6466266,23.46,"Outfielder"
"116","David_Murphy","BOS","Outfielder",1.93040386080772,87.08973504,25.37,"Outfielder"
"117","Eric_Hinske","BOS","Outfielder",1.87960375920752,106.59420695,29.57,"Outfielder"
"118","Coco_Crisp","BOS","Outfielder",1.82880365760732,83.91458845,27.33,"Outfielder"
"120","Curt_Schilling","BOS","Starting_Pitcher",1.95580391160782,106.59420695,40.29,"Pitcher"
"121","Tim_Wakefield","BOS","Starting_Pitcher",1.87960375920752,95.2543977,40.58,"Pitcher"
"122","Josh_Beckett","BOS","Starting_Pitcher",1.95580391160782,100.69750614,26.79,"Pitcher"
"123","Matt_Clement","BOS","Starting_Pitcher",1.90500381000762,95.2543977,32.55,"Pitcher"
"124","Jonathan_Papelbon","BOS","Starting_Pitcher",1.93040386080772,104.3262451,26.27,"Pitcher"
"125","Kyle_Snyder","BOS","Starting_Pitcher",2.03200406400813,99.7903214,29.47,"Pitcher"
"126","Devern_Hansack","BOS","Starting_Pitcher",1.87960375920752,81.6466266,29.07,"Pitcher"
"127","Jon_Lester","BOS","Starting_Pitcher",1.87960375920752,86.1825503,23.15,"Pitcher"
"128","Kason_Gabbard","BOS","Starting_Pitcher",1.90500381000762,90.718474,24.9,"Pitcher"
"129","Craig_Hansen","BOS","Relief_Pitcher",1.98120396240792,95.2543977,23.29,"Pitcher"
"130","Hideki_Okajima","BOS","Relief_Pitcher",1.85420370840742,87.99691978,31.18,"Pitcher"
"131","Craig_Breslow","BOS","Relief_Pitcher",1.85420370840742,81.6466266,26.56,"Pitcher"
"132","Manny_Delcarmen","BOS","Relief_Pitcher",1.87960375920752,86.1825503,25.03,"Pitcher"
"133","Brendan_Donnelly","BOS","Relief_Pitcher",1.90500381000762,108.8621688,35.66,"Pitcher"
"134","Javier_Lopez","BOS","Relief_Pitcher",1.93040386080772,90.718474,29.64,"Pitcher"
"135","J.C._Romero","BOS","Relief_Pitcher",1.80340360680721,89.81128926,30.74,"Pitcher"
"136","Joel_Pineiro","BOS","Relief_Pitcher",1.85420370840742,90.718474,28.43,"Pitcher"
"137","Julian_Tavarez","BOS","Relief_Pitcher",1.87960375920752,88.45051215,33.77,"Pitcher"
"138","Mike_Timlin","BOS","Relief_Pitcher",1.93040386080772,95.2543977,40.97,"Pitcher"
"139","Nick_DeBarr","BOS","Relief_Pitcher",1.93040386080772,99.7903214,23.52,"Pitcher"
"140","Victor_Martinez","CLE","Catcher",1.87960375920752,86.1825503,28.19,"Catcher"
"141","Kelly_Shoppach","CLE","Catcher",1.85420370840742,95.2543977,26.84,"Catcher"
"142","Ryan_Garko","CLE","First_Baseman",1.87960375920752,102.05828325,26.16,"Infielder"
"143","Joe_Inglett","CLE","Second_Baseman",1.77800355600711,81.6466266,28.67,"Infielder"
"144","Josh_Barfield","CLE","Second_Baseman",1.82880365760732,83.91458845,24.2,"Infielder"
"145","Hector_Luna","CLE","Second_Baseman",1.85420370840742,77.1107029,27.08,"Infielder"
"146","Jhonny_Peralta","CLE","Shortstop",1.85420370840742,83.91458845,24.76,"Infielder"
"147","Andy_Marte","CLE","Third_Baseman",1.85420370840742,83.91458845,23.36,"Infielder"
"148","Ben_Francisco","CLE","Outfielder",1.85420370840742,81.6466266,25.35,"Outfielder"
"149","Shin-Soo_Choo","CLE","Outfielder",1.80340360680721,80.73944186,24.63,"Outfielder"
"150","Franklin_Gutierrez","CLE","Outfielder",1.87960375920752,79.37866475,24.02,"Outfielder"
"151","Grady_Sizemore","CLE","Outfielder",1.87960375920752,90.718474,24.58,"Outfielder"
"152","Jason_Michaels","CLE","Outfielder",1.82880365760732,92.53284348,30.82,"Outfielder"
"153","Trot_Nixon","CLE","Outfielder",1.87960375920752,95.70799007,32.89,"Outfielder"
"154","David_Dellucci","CLE","Outfielder",1.80340360680721,86.1825503,33.33,"Outfielder"
"155","Casey_Blake","CLE","Outfielder",1.87960375920752,95.2543977,33.52,"Outfielder"
"157","Paul_Byrd","CLE","Starting_Pitcher",1.85420370840742,86.1825503,36.24,"Pitcher"
"158","Cliff_Lee","CLE","Starting_Pitcher",1.90500381000762,86.1825503,28.5,"Pitcher"
"159","Jake_Westbrook","CLE","Starting_Pitcher",1.90500381000762,83.91458845,29.42,"Pitcher"
"160","C.C._Sabathia","CLE","Starting_Pitcher",2.00660401320803,131.5417873,26.61,"Pitcher"
"161","Jeremy_Sowers","CLE","Starting_Pitcher",1.85420370840742,79.37866475,23.79,"Pitcher"
"162","Rafael_Perez","CLE","Relief_Pitcher",1.90500381000762,83.91458845,24.96,"Pitcher"
"163","Brian_Slocum","CLE","Relief_Pitcher",1.93040386080772,90.718474,25.93,"Pitcher"
"164","Edward_Mujica","CLE","Relief_Pitcher",1.87960375920752,99.7903214,22.81,"Pitcher"
"165","Fernando_Cabrera","CLE","Relief_Pitcher",1.93040386080772,77.1107029,25.29,"Pitcher"
"166","Tom_Mastny","CLE","Relief_Pitcher",1.98120396240792,99.7903214,26.07,"Pitcher"
"167","Juan_Lara","CLE","Relief_Pitcher",1.87960375920752,86.1825503,26.09,"Pitcher"
"168","Fausto_Carmona","CLE","Relief_Pitcher",1.93040386080772,99.7903214,23.23,"Pitcher"
"169","Aaron_Fultz","CLE","Relief_Pitcher",1.82880365760732,92.98643585,33.49,"Pitcher"
"170","Rafael_Betancourt","CLE","Relief_Pitcher",1.87960375920752,90.718474,31.84,"Pitcher"
"171","Roberto_Hernandez","CLE","Relief_Pitcher",1.93040386080772,113.3980925,42.3,"Pitcher"
"172","Joe_Borowski","CLE","Relief_Pitcher",1.87960375920752,102.05828325,35.82,"Pitcher"
"173","Matt_Miller","CLE","Relief_Pitcher",1.90500381000762,97.52235955,35.27,"Pitcher"
"174","Jason_Davis","CLE","Relief_Pitcher",1.98120396240792,95.2543977,26.81,"Pitcher"
"175","Mike_Piazza","OAK","Catcher",1.90500381000762,97.52235955,38.49,"Catcher"
"176","Jason_Kendall","OAK","Catcher",1.82880365760732,88.45051215,32.68,"Catcher"
"177","Adam_Melhuse","OAK","Catcher",1.87960375920752,90.718474,34.93,"Catcher"
"178","Nick_Swisher","OAK","First_Baseman",1.82880365760732,87.99691978,26.26,"Infielder"
"179","Dan_Johnson","OAK","First_Baseman",1.87960375920752,99.7903214,27.56,"Infielder"
"180","Donald_Murphy","OAK","Second_Baseman",1.77800355600711,81.6466266,23.98,"Infielder"
"181","Mark_Ellis","OAK","Second_Baseman",1.80340360680721,81.6466266,29.73,"Infielder"
"182","Marco_Scutaro","OAK","Shortstop",1.77800355600711,77.1107029,31.33,"Infielder"
"183","Bobby_Crosby","OAK","Shortstop",1.90500381000762,88.45051215,27.13,"Infielder"
"184","Mark_Kiger","OAK","Shortstop",1.80340360680721,81.6466266,26.75,"Infielder"
"185","Antonio_Perez","OAK","Third_Baseman",1.80340360680721,77.1107029,27.09,"Infielder"
"186","Eric_Chavez","OAK","Third_Baseman",1.85420370840742,93.44002822,29.23,"Infielder"
"187","Milton_Bradley","OAK","Outfielder",1.82880365760732,92.98643585,28.88,"Outfielder"
"188","Shannon_Stewart","OAK","Outfielder",1.80340360680721,90.718474,33.01,"Outfielder"
"189","Bobby_Kielty","OAK","Outfielder",1.85420370840742,102.05828325,30.57,"Outfielder"
"190","Mark_Kotsay","OAK","Outfielder",1.82880365760732,91.17206637,31.24,"Outfielder"
"191","Ryan_Goleski","OAK","Outfielder",1.90500381000762,102.05828325,24.95,"Outfielder"
"193","Jason_Windsor","OAK","Starting_Pitcher",1.87960375920752,105.68702221,24.62,"Pitcher"
"194","David_Shafer","OAK","Starting_Pitcher",1.87960375920752,81.6466266,24.98,"Pitcher"
"195","Joe_Blanton","OAK","Starting_Pitcher",1.90500381000762,102.05828325,26.22,"Pitcher"
"196","Brad_Halsey","OAK","Starting_Pitcher",1.85420370840742,81.6466266,26.04,"Pitcher"
"197","Dan_Haren","OAK","Starting_Pitcher",1.95580391160782,99.7903214,26.45,"Pitcher"
"198","Rich_Harden","OAK","Starting_Pitcher",1.85420370840742,81.6466266,25.25,"Pitcher"
"199","Joe_Kennedy","OAK","Starting_Pitcher",1.93040386080772,107.50139169,27.77,"Pitcher"
"200","Esteban_Loaiza","OAK","Starting_Pitcher",1.90500381000762,97.52235955,35.16,"Pitcher"
"201","Alan_Embree","OAK","Relief_Pitcher",1.87960375920752,86.1825503,37.1,"Pitcher"
"202","Jay_Witasick","OAK","Relief_Pitcher",1.93040386080772,106.59420695,34.51,"Pitcher"
"203","Justin_Duchscherer","OAK","Relief_Pitcher",1.90500381000762,86.1825503,29.28,"Pitcher"
"204","Kiko_Calero","OAK","Relief_Pitcher",1.85420370840742,81.6466266,32.14,"Pitcher"
"205","Chad_Gaudin","OAK","Relief_Pitcher",1.80340360680721,74.84274105,23.94,"Pitcher"
"206","Lenny_DiNardo","OAK","Relief_Pitcher",1.93040386080772,88.45051215,27.45,"Pitcher"
"207","Scott_Dunn","OAK","Relief_Pitcher",1.90500381000762,90.718474,28.77,"Pitcher"
"208","Huston_Street","OAK","Relief_Pitcher",1.82880365760732,86.1825503,23.58,"Pitcher"
"209","Ron_Flores","OAK","Relief_Pitcher",1.80340360680721,86.1825503,27.56,"Pitcher"
"210","Jay_Marshall","OAK","Relief_Pitcher",1.95580391160782,83.91458845,24.01,"Pitcher"
"211","Marcus_McBeth","OAK","Relief_Pitcher",1.85420370840742,83.91458845,26.52,"Pitcher"
"212","Jorge_Posada","NYY","Catcher",1.87960375920752,92.98643585,35.54,"Catcher"
"213","Wil_Nieves","NYY","Catcher",1.80340360680721,86.1825503,29.43,"Catcher"
"214","Andy_Phillips","NYY","First_Baseman",1.82880365760732,92.98643585,29.9,"Infielder"
"215","Doug_Mientkiewicz","NYY","First_Baseman",1.87960375920752,93.44002822,32.7,"Infielder"
"216","Josh_Phelps","NYY","First_Baseman",1.90500381000762,99.7903214,28.8,"Infielder"
"217","Miguel_Cairo","NYY","Second_Baseman",1.85420370840742,94.34721296,32.82,"Infielder"
"218","Robinson_Cano","NYY","Second_Baseman",1.82880365760732,77.1107029,24.36,"Infielder"
"219","Derek_Jeter","NYY","Shortstop",1.90500381000762,88.45051215,32.68,"Infielder"
"220","Alex_Rodriguez","NYY","Third_Baseman",1.90500381000762,95.2543977,31.59,"Infielder"
"221","Johnny_Damon","NYY","Outfielder",1.87960375920752,86.1825503,33.32,"Outfielder"
"222","Bobby_Abreu","NYY","Outfielder",1.82880365760732,95.70799007,32.97,"Outfielder"
"223","Hideki_Matsui","NYY","Outfielder",1.87960375920752,104.3262451,32.72,"Outfielder"
"224","Melky_Cabrera","NYY","Outfielder",1.80340360680721,77.1107029,22.55,"Outfielder"
"225","Kevin_Thompson","NYY","Outfielder",1.77800355600711,83.91458845,27.45,"Outfielder"
"227","Mike_Mussina","NYY","Starting_Pitcher",1.87960375920752,83.91458845,38.23,"Pitcher"
"228","Carl_Pavano","NYY","Starting_Pitcher",1.95580391160782,109.31576117,31.14,"Pitcher"
"229","Andy_Pettitte","NYY","Starting_Pitcher",1.95580391160782,102.05828325,34.71,"Pitcher"
"230","Darrell_Rasner","NYY","Starting_Pitcher",1.90500381000762,95.2543977,26.13,"Pitcher"
"231","Jeff_Karstens","NYY","Starting_Pitcher",1.90500381000762,79.37866475,24.43,"Pitcher"
"232","Humberto_Sanchez","NYY","Starting_Pitcher",1.98120396240792,104.3262451,23.76,"Pitcher"
"233","Chien-Ming_Wang","NYY","Starting_Pitcher",1.90500381000762,90.718474,26.92,"Pitcher"
"234","Sean_Henn","NYY","Relief_Pitcher",1.93040386080772,97.52235955,25.85,"Pitcher"
"235","Scott_Proctor","NYY","Relief_Pitcher",1.85420370840742,89.81128926,30.16,"Pitcher"
"236","Brian_Bruney","NYY","Relief_Pitcher",1.90500381000762,102.51187562,25.03,"Pitcher"
"237","Chris_Britton","NYY","Relief_Pitcher",1.90500381000762,126.09867886,24.21,"Pitcher"
"238","T.J._Beam","NYY","Relief_Pitcher",2.00660401320803,97.52235955,26.51,"Pitcher"
"239","Jose_Veras","NYY","Relief_Pitcher",1.95580391160782,104.3262451,26.36,"Pitcher"
"240","Kyle_Farnsworth","NYY","Relief_Pitcher",1.93040386080772,108.8621688,30.88,"Pitcher"
"241","Luis_Vizcaino","NYY","Relief_Pitcher",1.80340360680721,83.46099608,32.57,"Pitcher"
"242","Mike_Myers","NYY","Relief_Pitcher",1.90500381000762,99.33672903,37.68,"Pitcher"
"243","Mariano_Rivera","NYY","Relief_Pitcher",1.87960375920752,77.1107029,37.25,"Pitcher"
"244","Ivan_Rodriguez","DET","Catcher",1.75260350520701,98.88313666,35.25,"Catcher"
"245","Vance_Wilson","DET","Catcher",1.80340360680721,86.1825503,33.95,"Catcher"
"246","Sean_Casey","DET","First_Baseman",1.93040386080772,102.05828325,32.66,"Infielder"
"247","Chris_Shelton","DET","First_Baseman",1.82880365760732,99.7903214,26.68,"Infielder"
"248","Omar_Infante","DET","Second_Baseman",1.82880365760732,79.83225712,25.18,"Infielder"
"249","Placido_Polanco","DET","Second_Baseman",1.77800355600711,86.1825503,31.39,"Infielder"
"250","Neifi_Perez","DET","Second_Baseman",1.82880365760732,89.35769689,33.74,"Infielder"
"251","Carlos_Guillen","DET","Shortstop",1.85420370840742,92.53284348,31.42,"Infielder"
"252","Ramon_Santiago","DET","Shortstop",1.80340360680721,75.74992579,27.5,"Infielder"
"253","Tony_Giarratano","DET","Shortstop",1.82880365760732,81.6466266,24.25,"Infielder"
"254","Brandon_Inge","DET","Third_Baseman",1.80340360680721,88.45051215,29.78,"Infielder"
"255","Craig_Monroe","DET","Outfielder",1.85420370840742,99.7903214,30,"Outfielder"
"256","Magglio_Ordo?ez","DET","Outfielder",1.82880365760732,97.52235955,33.09,"Outfielder"
"257","Curtis_Granderson","DET","Outfielder",1.85420370840742,83.91458845,25.96,"Outfielder"
"258","Brent_Clevlen","DET","Outfielder",1.87960375920752,86.1825503,23.34,"Outfielder"
"259","Marcus_Thames","DET","Outfielder",1.87960375920752,92.98643585,29.98,"Outfielder"
"260","Gary_Sheffield","DET","Outfielder",1.82880365760732,92.98643585,38.28,"Outfielder"
