"","Name","Team","Position","Height","Weight","Age","PosCategory"
"262","Zach_Miner","DET","Starting_Pitcher",1.90500381000762,90.718474,24.97,"Pitcher"
"263","Jeremy_Bonderman","DET","Starting_Pitcher",1.87960375920752,95.2543977,24.34,"Pitcher"
"264","Nate_Robertson","DET","Starting_Pitcher",1.87960375920752,97.52235955,29.49,"Pitcher"
"265","Justin_Verlander","DET","Starting_Pitcher",1.95580391160782,90.718474,24.02,"Pitcher"
"266","Virgil_Vasquez","DET","Starting_Pitcher",1.90500381000762,92.98643585,24.73,"Pitcher"
"267","Kenny_Rogers","DET","Starting_Pitcher",1.85420370840742,95.70799007,42.3,"Pitcher"
"268","Mike_Maroth","DET","Starting_Pitcher",1.82880365760732,86.1825503,29.54,"Pitcher"
"269","Fernando_Rodney","DET","Relief_Pitcher",1.80340360680721,94.34721296,29.95,"Pitcher"
"270","Chad_Durbin","DET","Relief_Pitcher",1.87960375920752,90.718474,29.24,"Pitcher"
"271","Jason_Grilli","DET","Relief_Pitcher",1.95580391160782,95.2543977,30.3,"Pitcher"
"272","Jose_Mesa","DET","Relief_Pitcher",1.90500381000762,105.23342984,40.77,"Pitcher"
"273","Todd_Jones","DET","Relief_Pitcher",1.90500381000762,104.3262451,38.85,"Pitcher"
"274","Joel_Zumaya","DET","Relief_Pitcher",1.90500381000762,95.2543977,22.31,"Pitcher"
"275","Jordan_Tata","DET","Relief_Pitcher",1.98120396240792,99.7903214,25.44,"Pitcher"
"276","Andrew_Miller","DET","Relief_Pitcher",1.98120396240792,95.2543977,21.78,"Pitcher"
"277","Yorman_Bazardo","DET","Relief_Pitcher",1.87960375920752,91.62565874,22.64,"Pitcher"
"278","Wilfredo_Ledezma","DET","Relief_Pitcher",1.93040386080772,96.16158244,26.11,"Pitcher"
"279","Roman_Colon","DET","Relief_Pitcher",1.98120396240792,102.05828325,27.55,"Pitcher"
"280","Edward_Campusano","DET","Relief_Pitcher",1.93040386080772,77.1107029,24.63,"Pitcher"
"281","Rene_Rivera","SEA","Catcher",1.77800355600711,86.1825503,23.58,"Catcher"
"282","Kenji_Johjima","SEA","Catcher",1.82880365760732,90.718474,30.73,"Catcher"
"283","Richie_Sexson","SEA","First_Baseman",2.03200406400813,107.50139169,32.17,"Infielder"
"284","Ben_Broussard","SEA","First_Baseman",1.87960375920752,99.7903214,30.43,"Infielder"
"285","Jose_Lopez","SEA","Second_Baseman",1.87960375920752,77.1107029,23.27,"Infielder"
"286","Jose_Vidro","SEA","Second_Baseman",1.80340360680721,87.54332741,32.51,"Infielder"
"287","Yuniesky_Betancourt","SEA","Shortstop",1.77800355600711,86.1825503,25.08,"Infielder"
"288","Oswaldo_Navarro","SEA","Shortstop",1.82880365760732,68.0388555,22.41,"Infielder"
"289","Adrian_Beltre","SEA","Third_Baseman",1.80340360680721,99.7903214,27.9,"Infielder"
"290","Raul_Ibanez","SEA","Outfielder",1.87960375920752,90.718474,34.74,"Outfielder"
"291","Jose_Guillen","SEA","Outfielder",1.80340360680721,86.1825503,30.79,"Outfielder"
"292","Jeremy_Reed","SEA","Outfielder",1.82880365760732,83.91458845,25.71,"Outfielder"
"293","Willie_Bloomquist","SEA","Outfielder",1.80340360680721,83.91458845,29.26,"Outfielder"
"294","Adam_Jones","SEA","Outfielder",1.87960375920752,90.718474,21.58,"Outfielder"
"295","Ichiro_Suzuki","SEA","Outfielder",1.75260350520701,78.01788764,33.36,"Outfielder"
"296","Mike_Morse","SEA","Outfielder",1.93040386080772,99.7903214,24.94,"Outfielder"
"297","Felix_Hernandez","SEA","Starting_Pitcher",1.90500381000762,102.05828325,20.9,"Pitcher"
"298","Ryan_Feierabend","SEA","Starting_Pitcher",1.90500381000762,86.1825503,21.52,"Pitcher"
"299","Sean_White","SEA","Starting_Pitcher",1.93040386080772,88.45051215,25.85,"Pitcher"
"300","Horacio_Ramirez","SEA","Starting_Pitcher",1.85420370840742,99.33672903,27.27,"Pitcher"
"301","Cha_Baek","SEA","Starting_Pitcher",1.93040386080772,86.1825503,26.75,"Pitcher"
"302","Miguel_Batista","SEA","Starting_Pitcher",1.85420370840742,89.35769689,36.03,"Pitcher"
"303","Jeff_Weaver","SEA","Starting_Pitcher",1.95580391160782,90.718474,30.52,"Pitcher"
"304","Jarrod_Washburn","SEA","Starting_Pitcher",1.85420370840742,88.45051215,32.55,"Pitcher"
"305","George_Sherrill","SEA","Relief_Pitcher",1.82880365760732,95.2543977,29.86,"Pitcher"
"306","Julio_Mateo","SEA","Relief_Pitcher",1.82880365760732,80.28584949,29.58,"Pitcher"
"307","J.J._Putz","SEA","Relief_Pitcher",1.95580391160782,99.7903214,30.02,"Pitcher"
"308","Chris_Reitsma","SEA","Relief_Pitcher",1.95580391160782,106.59420695,29.16,"Pitcher"
"309","Cesar_Jimenez","SEA","Relief_Pitcher",1.80340360680721,81.6466266,22.3,"Pitcher"
"310","Eric_O'Flaherty","SEA","Relief_Pitcher",1.87960375920752,88.45051215,22.06,"Pitcher"
"311","Jon_Huber","SEA","Relief_Pitcher",1.87960375920752,88.45051215,25.65,"Pitcher"
"312","Jake_Woods","SEA","Relief_Pitcher",1.85420370840742,86.1825503,25.49,"Pitcher"
"313","Sean_Green","SEA","Relief_Pitcher",1.98120396240792,104.3262451,27.86,"Pitcher"
"314","Mark_Lowe","SEA","Relief_Pitcher",1.90500381000762,86.1825503,23.73,"Pitcher"
"315","Josh_Paul","TB","Catcher",1.85420370840742,90.718474,31.78,"Catcher"
"316","Dioner_Navarro","TB","Catcher",1.77800355600711,86.1825503,23.06,"Catcher"
"317","Shawn_Riggans","TB","Catcher",1.87960375920752,86.1825503,26.6,"Catcher"
"318","Ty_Wigginton","TB","First_Baseman",1.82880365760732,90.718474,29.39,"Infielder"
"319","Brendan_Harris","TB","Second_Baseman",1.85420370840742,90.718474,26.51,"Infielder"
"320","Jorge_Cantu","TB","Second_Baseman",1.85420370840742,83.46099608,25.08,"Infielder"
"321","Ben_Zobrist","TB","Shortstop",1.90500381000762,90.718474,25.76,"Infielder"
"322","B.J._Upton","TB","Third_Baseman",1.90500381000762,81.6466266,22.52,"Infielder"
"323","Carl_Crawford","TB","Outfielder",1.87960375920752,99.33672903,25.57,"Outfielder"
"324","Rocco_Baldelli","TB","Outfielder",1.93040386080772,84.82177319,25.43,"Outfielder"
"325","Greg_Norton","TB","Outfielder",1.85420370840742,90.718474,34.65,"Outfielder"
"326","Elijah_Dukes","TB","Outfielder",1.87960375920752,99.7903214,22.68,"Outfielder"
"327","Delmon_Young","TB","Outfielder",1.90500381000762,92.98643585,21.46,"Outfielder"
"329","Edwin_Jackson","TB","Starting_Pitcher",1.90500381000762,86.1825503,23.47,"Pitcher"
"330","Scott_Kazmir","TB","Starting_Pitcher",1.82880365760732,77.1107029,23.1,"Pitcher"
"331","Casey_Fossum","TB","Starting_Pitcher",1.85420370840742,72.5747792,29.14,"Pitcher"
"332","Jae_Seo","TB","Starting_Pitcher",1.85420370840742,97.52235955,29.77,"Pitcher"
"333","J.P._Howell","TB","Starting_Pitcher",1.82880365760732,79.37866475,23.85,"Pitcher"
"334","Tim_Corcoran","TB","Starting_Pitcher",1.87960375920752,92.98643585,28.88,"Pitcher"
"335","Jason_Hammel","TB","Starting_Pitcher",1.98120396240792,90.718474,24.49,"Pitcher"
"336","James_Shields","TB","Starting_Pitcher",1.93040386080772,97.06876718,25.19,"Pitcher"
"337","Brian_Stokes","TB","Starting_Pitcher",1.85420370840742,90.718474,27.48,"Pitcher"
"338","Juan_Salas","TB","Relief_Pitcher",1.87960375920752,86.1825503,28.31,"Pitcher"
"339","Jeff_Ridgway","TB","Relief_Pitcher",1.90500381000762,81.6466266,26.54,"Pitcher"
"340","Ruddy_Lugo","TB","Relief_Pitcher",1.77800355600711,92.98643585,26.77,"Pitcher"
"341","Jae-Kuk_Ryu","TB","Relief_Pitcher",1.90500381000762,99.7903214,23.75,"Pitcher"
"342","Chad_Orvella","TB","Relief_Pitcher",1.80340360680721,86.1825503,26.41,"Pitcher"
"343","Dan_Miceli","TB","Relief_Pitcher",1.82880365760732,97.52235955,36.47,"Pitcher"
"344","Seth_McClung","TB","Relief_Pitcher",1.98120396240792,106.59420695,26.06,"Pitcher"
"345","Jon_Switzer","TB","Relief_Pitcher",1.90500381000762,86.63614267,27.55,"Pitcher"
"346","Shawn_Camp","TB","Relief_Pitcher",1.85420370840742,90.718474,31.28,"Pitcher"
"347","Scott_Dohmann","TB","Relief_Pitcher",1.85420370840742,82.10021897,29.04,"Pitcher"
"348","Jason_LaRue","KC","Catcher",1.80340360680721,90.718474,32.95,"Catcher"
"349","John_Buck","KC","Catcher",1.90500381000762,95.2543977,26.65,"Catcher"
"350","Ryan_Shealy","KC","First_Baseman",1.95580391160782,108.8621688,27.5,"Infielder"
"351","Ross_Gload","KC","First_Baseman",1.82880365760732,83.91458845,30.9,"Infielder"
"352","Esteban_German","KC","Second_Baseman",1.75260350520701,74.84274105,29.09,"Infielder"
"353","Mark_Grudzielanek","KC","Second_Baseman",1.85420370840742,86.1825503,36.67,"Infielder"
"354","Angel_Sanchez","KC","Second_Baseman",1.87960375920752,83.91458845,23.44,"Infielder"
"355","Angel_Berroa","KC","Shortstop",1.82880365760732,79.37866475,29.09,"Infielder"
"356","Andres_Blanco","KC","Shortstop",1.77800355600711,70.30681735,22.89,"Infielder"
"357","Mark_Teahen","KC","Third_Baseman",1.90500381000762,95.2543977,25.48,"Infielder"
"358","Joey_Gathright","KC","Outfielder",1.77800355600711,77.1107029,25.84,"Outfielder"
"359","David_DeJesus","KC","Outfielder",1.82880365760732,79.37866475,27.2,"Outfielder"
"360","Shane_Costa","KC","Outfielder",1.82880365760732,99.7903214,25.22,"Outfielder"
"361","Mitch_Maier","KC","Outfielder",1.87960375920752,95.2543977,24.67,"Outfielder"
"362","Reggie_Sanders","KC","Outfielder",1.85420370840742,92.98643585,39.25,"Outfielder"
"363","Emil_Brown","KC","Outfielder",1.87960375920752,90.718474,32.17,"Outfielder"
"365","John_Bale","KC","Starting_Pitcher",1.93040386080772,92.98643585,32.77,"Pitcher"
"366","Luke_Hudson","KC","Starting_Pitcher",1.90500381000762,88.45051215,29.83,"Pitcher"
"367","Scott_Elarton","KC","Starting_Pitcher",2.03200406400813,108.8621688,31.02,"Pitcher"
"368","Odalis_Perez","KC","Starting_Pitcher",1.82880365760732,68.0388555,29.73,"Pitcher"
"369","Gil_Meche","KC","Starting_Pitcher",1.90500381000762,90.718474,28.48,"Pitcher"
"370","Neal_Musser","KC","Starting_Pitcher",1.85420370840742,97.52235955,26.51,"Pitcher"
"371","Brian_Bannister","KC","Starting_Pitcher",1.87960375920752,91.62565874,26,"Pitcher"
"372","Zack_Greinke","KC","Starting_Pitcher",1.87960375920752,90.718474,23.36,"Pitcher"
"373","Jorge_De_La_Rosa","KC","Starting_Pitcher",1.85420370840742,86.1825503,25.9,"Pitcher"
"374","Todd_Wellemeyer","KC","Relief_Pitcher",1.90500381000762,92.98643585,28.5,"Pitcher"
"375","Jimmy_Gobble","KC","Relief_Pitcher",1.90500381000762,86.1825503,25.62,"Pitcher"
"376","Joel_Peralta","KC","Relief_Pitcher",1.80340360680721,72.5747792,30.94,"Pitcher"
"377","Ryan_Braun","KC","Relief_Pitcher",1.85420370840742,97.52235955,26.59,"Pitcher"
"378","Joakim_Soria","KC","Relief_Pitcher",1.90500381000762,83.91458845,22.78,"Pitcher"
"379","Ken_Ray","KC","Relief_Pitcher",1.87960375920752,90.718474,32.26,"Pitcher"
"380","David_Riske","KC","Relief_Pitcher",1.87960375920752,86.1825503,30.35,"Pitcher"
"381","Octavio_Dotel","KC","Relief_Pitcher",1.82880365760732,95.2543977,33.26,"Pitcher"
"382","Joe_Nelson","KC","Relief_Pitcher",1.87960375920752,83.91458845,32.35,"Pitcher"
"383","Gerald_Laird","TEX","Catcher",1.87960375920752,99.7903214,27.3,"Catcher"
"384","Miguel_Ojeda","TEX","Catcher",1.87960375920752,86.1825503,32.08,"Catcher"
"385","Guillermo_Quiroz","TEX","Catcher",1.85420370840742,91.62565874,25.25,"Catcher"
"386","Chris_Stewart","TEX","Catcher",1.93040386080772,92.98643585,25.03,"Catcher"
"387","Mark_Teixeira","TEX","First_Baseman",1.90500381000762,99.7903214,26.89,"Infielder"
"388","Ian_Kinsler","TEX","Second_Baseman",1.82880365760732,79.37866475,24.69,"Infielder"
"389","Joaquin_Arias","TEX","Shortstop",1.85420370840742,72.5747792,22.44,"Infielder"
"390","Michael_Young","TEX","Shortstop",1.85420370840742,86.1825503,30.36,"Infielder"
"391","Hank_Blalock","TEX","Third_Baseman",1.85420370840742,90.718474,26.27,"Infielder"
"392","Marlon_Byrd","TEX","Outfielder",1.82880365760732,103.87265273,29.5,"Outfielder"
"393","Brad_Wilkerson","TEX","Outfielder",1.82880365760732,93.44002822,29.75,"Outfielder"
"394","Sammy_Sosa","TEX","Outfielder",1.82880365760732,99.7903214,38.3,"Outfielder"
"395","Kenny_Lofton","TEX","Outfielder",1.82880365760732,81.6466266,39.75,"Outfielder"
"396","Frank_Catalanotto","TEX","Outfielder",1.80340360680721,88.45051215,32.84,"Outfielder"
"397","Nelson_Cruz","TEX","Outfielder",1.90500381000762,79.37866475,26.66,"Outfielder"
"399","Robinson_Tejeda","TEX","Starting_Pitcher",1.90500381000762,85.27536556,24.94,"Pitcher"
"400","John_Rheinecker","TEX","Starting_Pitcher",1.87960375920752,104.3262451,27.76,"Pitcher"
"401","Edinson_Volquez","TEX","Starting_Pitcher",1.85420370840742,86.1825503,23.66,"Pitcher"
"402","A.J._Murray","TEX","Starting_Pitcher",1.90500381000762,90.718474,24.96,"Pitcher"
"403","Brandon_McCarthy","TEX","Starting_Pitcher",2.00660401320803,86.1825503,23.65,"Pitcher"
"404","Vicente_Padilla","TEX","Starting_Pitcher",1.87960375920752,99.33672903,29.42,"Pitcher"
"405","Kevin_Millwood","TEX","Starting_Pitcher",1.93040386080772,106.59420695,32.18,"Pitcher"
"406","John_Koronka","TEX","Starting_Pitcher",1.85420370840742,81.6466266,26.66,"Pitcher"
"407","Frank_Francisco","TEX","Relief_Pitcher",1.87960375920752,81.6466266,27.47,"Pitcher"
"408","Francisco_Cruceta","TEX","Relief_Pitcher",1.87960375920752,81.6466266,25.66,"Pitcher"
"409","Akinori_Otsuka","TEX","Relief_Pitcher",1.82880365760732,90.718474,35.13,"Pitcher"
"410","Eric_Gagne","TEX","Relief_Pitcher",1.87960375920752,106.14061458,31.15,"Pitcher"
"411","Ron_Mahay","TEX","Relief_Pitcher",1.87960375920752,83.91458845,35.67,"Pitcher"
"412","Joaquin_Benoit","TEX","Relief_Pitcher",1.90500381000762,99.7903214,29.6,"Pitcher"
"413","Rick_Bauer","TEX","Relief_Pitcher",1.98120396240792,101.15109851,30.14,"Pitcher"
"414","Josh_Rupe","TEX","Relief_Pitcher",1.87960375920752,90.718474,24.53,"Pitcher"
"415","Wes_Littleton","TEX","Relief_Pitcher",1.87960375920752,95.2543977,24.49,"Pitcher"
"416","C.J._Wilson","TEX","Relief_Pitcher",1.87960375920752,90.718474,26.28,"Pitcher"
"417","Scott_Feldman","TEX","Relief_Pitcher",1.95580391160782,95.2543977,24.06,"Pitcher"
"418","Gregg_Zaun","TOR","Catcher",1.77800355600711,86.1825503,35.88,"Catcher"
"419","Jason_Phillips","TOR","Catcher",1.85420370840742,80.28584949,30.42,"Catcher"
"420","Lyle_Overbay","TOR","First_Baseman",1.87960375920752,102.96546799,30.09,"Infielder"
"421","Russ_Adams","TOR","Second_Baseman",1.85420370840742,81.6466266,26.5,"Infielder"
"422","Aaron_Hill","TOR","Second_Baseman",1.80340360680721,88.45051215,24.94,"Infielder"
"423","Jason_Smith","TOR","Second_Baseman",1.90500381000762,90.26488163,29.6,"Infielder"
"424","John_McDonald","TOR","Shortstop",1.80340360680721,79.37866475,32.43,"Infielder"
"425","Royce_Clayton","TOR","Shortstop",1.82880365760732,83.91458845,37.16,"Infielder"
"426","Troy_Glaus","TOR","Third_Baseman",1.95580391160782,108.8621688,30.57,"Infielder"
"427","John_Hattig","TOR","Third_Baseman",1.87960375920752,95.2543977,27.01,"Infielder"
"428","Reed_Johnson","TOR","Outfielder",1.77800355600711,81.6466266,30.23,"Outfielder"
"429","Alex_Rios","TOR","Outfielder",1.95580391160782,87.99691978,26.03,"Outfielder"
"430","Vernon_Wells","TOR","Outfielder",1.85420370840742,102.05828325,28.23,"Outfielder"
"433","Shaun_Marcum","TOR","Starting_Pitcher",1.82880365760732,81.6466266,25.21,"Pitcher"
"434","Casey_Janssen","TOR","Starting_Pitcher",1.93040386080772,92.98643585,25.45,"Pitcher"
"435","Gustavo_Chacin","TOR","Starting_Pitcher",1.80340360680721,87.54332741,26.24,"Pitcher"
"436","A.J._Burnett","TOR","Starting_Pitcher",1.93040386080772,104.3262451,30.15,"Pitcher"
"437","Roy_Halladay","TOR","Starting_Pitcher",1.98120396240792,104.3262451,29.8,"Pitcher"
"438","John_Thomson","TOR","Starting_Pitcher",1.90500381000762,99.7903214,33.41,"Pitcher"
"439","Tomo_Ohka","TOR","Starting_Pitcher",1.85420370840742,90.718474,30.95,"Pitcher"
"440","B.J._Ryan","TOR","Relief_Pitcher",1.98120396240792,112.94450013,31.17,"Pitcher"
"441","Scott_Downs","TOR","Relief_Pitcher",1.87960375920752,86.1825503,30.95,"Pitcher"
"442","Brian_Tallet","TOR","Relief_Pitcher",2.00660401320803,94.34721296,29.44,"Pitcher"
"443","Matt_Roney","TOR","Relief_Pitcher",1.90500381000762,111.13013065,27.14,"Pitcher"
"444","Tracy_Thorpe","TOR","Relief_Pitcher",1.93040386080772,113.3980925,26.21,"Pitcher"
"445","Jean_Machi","TOR","Relief_Pitcher",1.82880365760732,72.5747792,24.08,"Pitcher"
"446","Brandon_League","TOR","Relief_Pitcher",1.90500381000762,87.08973504,23.96,"Pitcher"
"447","Dustin_McGowan","TOR","Relief_Pitcher",1.90500381000762,99.7903214,24.94,"Pitcher"
"448","Jason_Frasor","TOR","Relief_Pitcher",1.77800355600711,77.1107029,29.56,"Pitcher"
"449","Francisco_Rosario","TOR","Relief_Pitcher",1.82880365760732,89.35769689,26.42,"Pitcher"
"450","Davis_Romero","TOR","Relief_Pitcher",1.77800355600711,70.30681735,23.92,"Pitcher"
"451","Jeremy_Accardo","TOR","Relief_Pitcher",1.87960375920752,86.1825503,25.23,"Pitcher"
"452","Mike_Redmond","MIN","Catcher",1.80340360680721,90.718474,35.82,"Catcher"
"453","Joe_Mauer","MIN","Catcher",1.93040386080772,99.7903214,23.87,"Catcher"
"454","Chris_Heintz","MIN","Catcher",1.85420370840742,95.2543977,32.57,"Catcher"
"455","Justin_Morneau","MIN","First_Baseman",1.93040386080772,103.41906036,25.79,"Infielder"
"456","Luis_Castillo","MIN","Second_Baseman",1.80340360680721,86.1825503,31.47,"Infielder"
"457","Alexi_Casilla","MIN","Second_Baseman",1.75260350520701,72.5747792,22.61,"Infielder"
"458","Alejandro_Machado","MIN","Second_Baseman",1.82880365760732,83.46099608,24.85,"Infielder"
"459","Jason_Bartlett","MIN","Shortstop",1.82880365760732,81.6466266,27.33,"Infielder"
"460","Luis_Rodriguez","MIN","Third_Baseman",1.75260350520701,81.6466266,26.67,"Infielder"
"461","Jeff_Cirillo","MIN","Third_Baseman",1.85420370840742,90.718474,37.43,"Infielder"
"462","Nick_Punto","MIN","Third_Baseman",1.75260350520701,79.83225712,29.31,"Infielder"
"463","Jason_Tyner","MIN","Outfielder",1.85420370840742,72.5747792,29.85,"Outfielder"
"464","Michael_Cuddyer","MIN","Outfielder",1.87960375920752,100.69750614,27.93,"Outfielder"
"465","Torii_Hunter","MIN","Outfielder",1.87960375920752,95.70799007,31.62,"Outfielder"
"466","Lew_Ford","MIN","Outfielder",1.82880365760732,88.45051215,30.55,"Outfielder"
"467","Jason_Kubel","MIN","Outfielder",1.80340360680721,90.718474,24.77,"Outfielder"
"470","Ramon_Ortiz","MIN","Starting_Pitcher",1.82880365760732,79.37866475,33.77,"Pitcher"
"471","Johan_Santana","MIN","Starting_Pitcher",1.82880365760732,93.44002822,27.97,"Pitcher"
"472","Carlos_Silva","MIN","Starting_Pitcher",1.93040386080772,108.8621688,27.85,"Pitcher"
"473","Matt_Garza","MIN","Starting_Pitcher",1.93040386080772,83.91458845,23.26,"Pitcher"
"474","Boof_Bonser","MIN","Starting_Pitcher",1.93040386080772,117.9340162,25.38,"Pitcher"
"475","Francisco_Liriano","MIN","Starting_Pitcher",1.87960375920752,83.91458845,23.35,"Pitcher"
"476","Scott_Baker","MIN","Starting_Pitcher",1.93040386080772,100.24391377,25.45,"Pitcher"
"477","Pat_Neshek","MIN","Relief_Pitcher",1.90500381000762,92.98643585,26.49,"Pitcher"
"478","Glen_Perkins","MIN","Relief_Pitcher",1.80340360680721,90.718474,24,"Pitcher"
"479","Julio_DePaula","MIN","Relief_Pitcher",1.82880365760732,77.1107029,24.16,"Pitcher"
"480","Juan_Rincon","MIN","Relief_Pitcher",1.80340360680721,91.17206637,28.1,"Pitcher"
"481","Jesse_Crain","MIN","Relief_Pitcher",1.85420370840742,92.98643585,25.65,"Pitcher"
"482","Matt_Guerrier","MIN","Relief_Pitcher",1.90500381000762,83.91458845,28.58,"Pitcher"
"483","Joe_Nathan","MIN","Relief_Pitcher",1.93040386080772,92.98643585,32.27,"Pitcher"
"484","Dennys_Reyes","MIN","Relief_Pitcher",1.90500381000762,111.13013065,29.86,"Pitcher"
"485","Brayan_Pe?a","ATL","Catcher",1.80340360680721,99.7903214,25.14,"Catcher"
"486","Brian_McCann","ATL","Catcher",1.90500381000762,95.2543977,23.03,"Catcher"
"487","Craig_Wilson","ATL","First_Baseman",1.87960375920752,99.7903214,30.25,"Infielder"
"488","Chris_Woodward","ATL","Second_Baseman",1.82880365760732,83.91458845,30.67,"Infielder"
"489","Pete_Orr","ATL","Second_Baseman",1.85420370840742,79.37866475,27.73,"Infielder"
"490","Martin_Prado","ATL","Second_Baseman",1.85420370840742,77.1107029,23.34,"Infielder"
"491","Tony_Pe?a","ATL","Shortstop",1.85420370840742,81.6466266,25.94,"Infielder"
"492","Edgar_Renteria","ATL","Shortstop",1.85420370840742,90.718474,31.56,"Infielder"
"493","Chipper_Jones","ATL","Third_Baseman",1.93040386080772,95.2543977,34.85,"Infielder"
"494","Willy_Aybar","ATL","Third_Baseman",1.82880365760732,79.37866475,23.98,"Infielder"
"495","Jeff_Francoeur","ATL","Outfielder",1.93040386080772,99.7903214,23.14,"Outfielder"
"496","Matt_Diaz","ATL","Outfielder",1.85420370840742,93.44002822,28.99,"Outfielder"
"497","Kelly_Johnson","ATL","Outfielder",1.85420370840742,81.6466266,25.02,"Outfielder"
"498","Andruw_Jones","ATL","Outfielder",1.85420370840742,95.2543977,29.85,"Outfielder"
"499","Ryan_Langerhans","ATL","Outfielder",1.90500381000762,88.45051215,27.03,"Outfielder"
"500","Scott_Thorman","ATL","Outfielder",1.90500381000762,90.718474,25.15,"Outfielder"
"501","T.J._Bohn","ATL","Outfielder",1.95580391160782,90.718474,27.12,"Outfielder"
"502","Tim_Hudson","ATL","Starting_Pitcher",1.85420370840742,74.38914868,31.63,"Pitcher"
"503","Jonathan_Johnson","ATL","Starting_Pitcher",1.82880365760732,81.6466266,32.62,"Pitcher"
"504","John_Smoltz","ATL","Starting_Pitcher",1.90500381000762,99.7903214,39.79,"Pitcher"
"505","Mike_Hampton","ATL","Starting_Pitcher",1.77800355600711,88.45051215,34.47,"Pitcher"
"506","Kyle_Davies","ATL","Starting_Pitcher",1.87960375920752,92.98643585,23.47,"Pitcher"
"507","Chuck_James","ATL","Starting_Pitcher",1.82880365760732,77.1107029,25.31,"Pitcher"
"508","Phil_Stockman","ATL","Relief_Pitcher",2.03200406400813,108.8621688,27.1,"Pitcher"
"509","Macay_McBride","ATL","Relief_Pitcher",1.80340360680721,95.2543977,24.35,"Pitcher"
"510","Joey_Devine","ATL","Relief_Pitcher",1.80340360680721,88.45051215,23.45,"Pitcher"
"511","Peter_Moylan","ATL","Relief_Pitcher",1.87960375920752,90.718474,28.24,"Pitcher"
"512","Mike_Gonzalez","ATL","Relief_Pitcher",1.87960375920752,92.98643585,28.77,"Pitcher"
"513","Lance_Cormier","ATL","Relief_Pitcher",1.85420370840742,87.08973504,26.53,"Pitcher"
"514","Blaine_Boyer","ATL","Relief_Pitcher",1.90500381000762,86.1825503,25.64,"Pitcher"
"515","Manny_Acosta","ATL","Relief_Pitcher",1.93040386080772,77.1107029,25.83,"Pitcher"
"516","Bob_Wickman","ATL","Relief_Pitcher",1.85420370840742,108.8621688,38.06,"Pitcher"
"517","Tanyon_Sturtze","ATL","Relief_Pitcher",1.95580391160782,90.718474,36.38,"Pitcher"
"518","Oscar_Villarreal","ATL","Relief_Pitcher",1.82880365760732,92.98643585,25.27,"Pitcher"
"519","Rafael_Soriano","ATL","Relief_Pitcher",1.85420370840742,79.37866475,27.2,"Pitcher"
"520","Chad_Paronto","ATL","Relief_Pitcher",1.95580391160782,113.3980925,31.59,"Pitcher"
"521","Tyler_Yates","ATL","Relief_Pitcher",1.93040386080772,99.7903214,29.56,"Pitcher"
"522","Henry_Blanco","CHC","Catcher",1.80340360680721,101.60469088,35.5,"Catcher"
